BI00A1200    2399T51C15     202203257288-6547                CONNECTOR MALE ASS'Y     PCN000120000000120000FN00000000020220101000120000NNMM0020220301164603    4N0N  0000007500000120530000134031200    YCYC    005400370024
BI00B32Y5    TTA32062       202203047288-6547                CONNECTOR MALE ASS'Y     CCN000005250000005250FN00000000020220601000005250NNM00020220301121453    4N0N  00000075000001205300001340332Y5    BZYBL   005400370024
BI00B32Y5    TTA32063       202203047288-6547                CONNECTOR MALE ASS'Y     CCN000005250000005250FN00000000020220601000005250NNM00020220301121453    4N0N  00000075000001205300001340332Y5    BZYBL   005400370024
BI00B32Y5    TTA32064       202203047288-6547                CONNECTOR MALE ASS'Y     CCN000003000000003000FN00000000020220601000003000NNM00020220301121453    4N0N  00000075000001205300001340332Y5    BZYBL   005400370024
BI00B32Y5    TTA32061       202203047288-6547                CONNECTOR MALE ASS'Y     CCN000006000000011250FN00000000020220601000011250NNM00020220301121453    4N0N  00000075000001205300001340332Y5    BZYBL   005400370024
BI00B32Y5    TAT32071       202204197116-3154-02             TERMINAL FEMALE          CCN000108000000108000FN00000000020220701000108000NNM   20220301121453    4P0P  00002700000000469800000755032Y5    BZYBL   006400630015
BI00B32Y5    TAT32071       202204197196-1325-02             TERMINAL FEMALE          CCN000900000000900000FN00000000020220701000900000NNM   20220301121453    4P0P  00006000000000450000000778732Y5    BZYBL   006400630017
BI00B32Y5    TAT32071       202204197196-1326-02             TERMINAL FEMALE          CCN001200000001200000FN00000000020220701001200000NNM   20220301121453    4P0P  00006000000000456000000784732Y5    BZYBL   006400630017
BI00B32Y5    TTA32081       202205037C89-3342-30             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020220801000002400NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32082       202205037C89-3342-30             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020220801000002400NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32083       202205177C89-3342-30             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020220801000002400NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32084       202205177C89-3342-30             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020220801000002400NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32081       202205037196-0510-02             TERMINAL                 CCN000024000000024000FN00000000020220801000024000NNM   20220301121453    4P0P  00002400000000871200001034632Y5    BZYBL   002800510028
BI00B32Y5    TTA32081       202205037282-4576                HOUSING MALE ASS'Y       CCN000002400000002400FN00000000020220801000002400NNM   20220301121453    4N0N  00000240000000808800001028832Y5    BZYBL   005500360039
BI00B32Y5    TTA32082       202205037282-4576                HOUSING MALE ASS'Y       CCN000002400000002400FN00000000020220801000002400NNM   20220301121453    4N0N  00000240000000808800001028832Y5    BZYBL   005500360039
BI00B32Y5    TTA32083       202205177282-4576                HOUSING MALE ASS'Y       CCN000002400000002400FN00000000020220801000002400NNM   20220301121453    4N0N  00000240000000808800001028832Y5    BZYBL   005500360039
BI00B32Y5    TTA32084       202205177282-4576                HOUSING MALE ASS'Y       CCN000002400000002400FN00000000020220801000002400NNM   20220301121453    4N0N  00000240000000808800001028832Y5    BZYBL   005500360039
BI00B32Y5    TTA32082       202205037283-5845-40             CONNECTOR HOUSING        CCN000006000000006000FN00000000020220801000006000NNM   20220301121453    1N0N  00000600000000444000000606332Y5    BZYBL   005400370024
BI00B32Y5    TTA32081       202205037288-6547                CONNECTOR MALE ASS'Y     CCN000006000000006000FN00000000020220801000006000NNM   20220301121453    4N0N  00000075000001205300001340332Y5    BZYBL   005400370024
BI00B32Y5    TTA32082       202205037288-6547                CONNECTOR MALE ASS'Y     CCN000006000000006000FN00000000020220801000006000NNM   20220301121453    4N0N  00000075000001205300001340332Y5    BZYBL   005400370024
BI00B32Y5    TTA32083       202205177288-6547                CONNECTOR MALE ASS'Y     CCN000006000000006000FN00000000020220801000006000NNM   20220301121453    4N0N  00000075000001205300001340332Y5    BZYBL   005400370024
BI00B32Y5    TTA32084       202205177288-6547                CONNECTOR MALE ASS'Y     CCN000006000000006000FN00000000020220801000006000NNM   20220301121453    4N0N  00000075000001205300001340332Y5    BZYBL   005400370024
BI00B32Y5    TTA32081       202205037289-3342                HOUSING FEMALE ASS'Y     CCN000012000000012000FN00000000020220801000012000NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32082       202205037289-3342                HOUSING FEMALE ASS'Y     CCN000012000000012000FN00000000020220801000012000NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32083       202205177289-3342                HOUSING FEMALE ASS'Y     CCN000012000000012000FN00000000020220801000012000NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32084       202205177289-3342                HOUSING FEMALE ASS'Y     CCN000012000000012000FN00000000020220801000012000NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32081       202205037289-3342-30             HOUSING FEMALE ASS'Y     CCN000007200000007200FN00000000020220801000007200NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32082       202205037289-3342-30             HOUSING FEMALE ASS'Y     CCN000007200000007200FN00000000020220801000007200NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32083       202205177289-3342-30             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220801000004800NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32084       202205177289-3342-30             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220801000004800NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32081       202205037289-3342-40             HOUSING FEMALE ASS'Y     CCN000007200000007200FN00000000020220801000007200NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32082       202205037289-3342-40             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220801000004800NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32083       202205177289-3342-40             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220801000004800NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32084       202205177289-3342-40             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220801000004800NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32081       202205037289-3342-90             HOUSING FEMALE ASS'Y     CCN000007200000007200FN00000000020220801000007200NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32082       202205037289-3342-90             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220801000004800NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32083       202205177289-3342-90             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220801000004800NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32084       202205177289-3342-90             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220801000004800NNM   20220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32081       202205037289-6547                HOUSING FEMALE ASS'Y     CCN000009600000009600FN00000000020220801000009600NNM   20220301121453    1N0N  00000240000001152000001362032Y5    BZYBL   005500360039
BI00B32Y5    TTA32082       202205037289-6547                HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220801000004800NNM   20220301121453    1N0N  00000240000001152000001362032Y5    BZYBL   005500360039
BI00B32Y5    TTA32083       202205177289-6547                HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220801000004800NNM   20220301121453    1N0N  00000240000001152000001362032Y5    BZYBL   005500360039
BI00B32Y5    TTA32084       202205177289-6547                HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220801000004800NNM   20220301121453    1N0N  00000240000001152000001362032Y5    BZYBL   005500360039
